f_date,input_date,s_input_date,week_of_year,input_week_day,puin,cnt
20191022,20191011,2019-10-11,41,5,1656171864,493
20191022,20190821,2019-08-21,34,3,1001000196957,51
20191022,20191008,2019-10-08,41,2,3021573833,195
20191022,20191013,2019-10-13,41,7,1683952717,1038
20191022,20191014,2019-10-14,42,1,1001000286250,344
20191022,20191016,2019-10-16,42,3,3332834764,499
20191022,20190820,2019-08-20,34,2,1781808832,1673
20191022,20190913,2019-09-13,37,5,1001002218595,500
20191022,20190927,2019-09-27,39,5,1683952717,1230
20191022,20190919,2019-09-19,38,4,1781806909,1262
20191022,20190823,2019-08-23,34,5,3357604587,526
20191022,20191006,2019-10-06,40,7,1921424720,499
20191022,20190831,2019-08-31,35,6,2680486890,500
20191022,20190906,2019-09-06,36,5,1781808471,1463
20191022,20191004,2019-10-04,40,5,2713129639,211676
20191022,20191013,2019-10-13,41,7,3428867428,421
20191022,20191018,2019-10-18,42,5,731289971,500
20191022,20190905,2019-09-05,36,4,1643982571,500
20191022,20190905,2019-09-05,36,4,1804144853,500
20191022,20190928,2019-09-28,39,6,1660211396,501
20191022,20191014,2019-10-14,42,1,1781806734,1139
20191022,20190821,2019-08-21,34,3,1921424720,450
20191022,20190828,2019-08-28,35,3,1683952717,329
20191022,20190901,2019-09-01,35,7,2976786729,164
20191022,20190919,2019-09-19,38,4,1992602239,3418
20191022,20190923,2019-09-23,39,1,3531033244,428
20191022,20190828,2019-08-28,35,3,1781807216,1357
20191022,20191001,2019-10-01,40,2,2225130883,500
20191022,20190831,2019-08-31,35,6,1683952717,413
20191022,20190929,2019-09-29,39,7,1655241805,497
20191022,20191010,2019-10-10,41,4,1504400350,160
20191022,20190817,2019-08-17,33,6,3464284705,315
20191022,20191009,2019-10-09,41,3,1781807016,1304
20191022,20191010,2019-10-10,41,4,2158351255,616
20191022,20191011,2019-10-11,41,5,1781808471,1155
20191022,20191018,2019-10-18,42,5,1781810497,1187
20191022,20190821,2019-08-21,34,3,3592397569,765
20191022,20190914,2019-09-14,37,6,1781808143,942
20191022,20190914,2019-09-14,37,6,1759863460,858
20191022,20190916,2019-09-16,38,1,1781809788,1219
20191022,20191007,2019-10-07,41,1,1001002030011,499
20191022,20190915,2019-09-15,37,7,3021573833,1373
20191022,20190818,2019-08-18,33,7,2158351255,632
20191022,20190826,2019-08-26,35,1,1001000286250,371
20191022,20190818,2019-08-18,33,7,1783638386,5
20191022,20191017,2019-10-17,42,4,1001002218595,500
20191022,20191016,2019-10-16,42,3,2606863014,500
20191022,20191008,2019-10-08,41,2,3321779464,111
20191022,20191020,2019-10-20,42,7,1686044523,500
20191022,20190826,2019-08-26,35,1,1694814142,477
20191022,20190912,2019-09-12,37,4,1615989293,500
20191022,20190901,2019-09-01,35,7,1001000286250,418
20191022,20190908,2019-09-08,36,7,1803170283,500
20191022,20190925,2019-09-25,39,3,3531033244,466
20191022,20190901,2019-09-01,35,7,2158351255,625
20191022,20190824,2019-08-24,34,6,2931323584,401
20191022,20191010,2019-10-10,41,4,2976786729,6
20191022,20191010,2019-10-10,41,4,1781806734,1187
20191022,20191014,2019-10-14,42,1,1001002030011,500
20191022,20190821,2019-08-21,34,3,1781807016,1351
20191022,20190927,2019-09-27,39,5,1542698720,406
20191022,20190928,2019-09-28,39,6,1643982571,495
20191022,20191005,2019-10-05,40,6,2153886484,71
20191022,20191010,2019-10-10,41,4,2478637939,1242
20191022,20191012,2019-10-12,41,6,3464284705,501
20191022,20191020,2019-10-20,42,7,1781807945,948
20191022,20190915,2019-09-15,37,7,1781806667,1021
20191022,20190929,2019-09-29,39,7,1001001962555,500
20191022,20190921,2019-09-21,38,6,2153886484,132
20191022,20190818,2019-08-18,33,7,1656171864,3
20191022,20190906,2019-09-06,36,5,1656171864,500
20191022,20190916,2019-09-16,38,1,3201287628,500
20191022,20190817,2019-08-17,33,6,1781808143,1022
20191022,20191003,2019-10-03,40,4,3592397569,480
20191022,20191022,2019-10-22,43,2,1643982571,500
20191022,20190911,2019-09-11,37,3,1615989293,499
20191022,20190913,2019-09-13,37,5,1781807945,1034
20191022,20190921,2019-09-21,38,6,1140173450,324
20191022,20190825,2019-08-25,34,7,1781806667,850
20191022,20190929,2019-09-29,39,7,3201287628,498
20191022,20191014,2019-10-14,42,1,2478637939,5702
20191022,20190915,2019-09-15,37,7,1781808143,880
20191022,20190924,2019-09-24,39,2,1781806251,1293
20191022,20190925,2019-09-25,39,3,1781809449,1304
20191022,20190908,2019-09-08,36,7,2931323584,325
20191022,20191022,2019-10-22,43,2,3021573833,1285
20191022,20190906,2019-09-06,36,5,3201287628,486
20191022,20191013,2019-10-13,41,7,2606863014,497
20191022,20190817,2019-08-17,33,6,1781810030,1024
20191022,20190819,2019-08-19,34,1,3531033244,468
20191022,20190907,2019-09-07,36,6,1598232245,497
20191022,20190911,2019-09-11,37,3,1781806251,1403
20191022,20191019,2019-10-19,42,6,1683952717,1076
20191022,20190920,2019-09-20,38,5,1655241805,501
20191022,20190926,2019-09-26,39,4,1921421883,501
20191022,20190818,2019-08-18,33,7,1001000037396,362
20191022,20190908,2019-09-08,36,7,2252326496,222
20191022,20190822,2019-08-22,34,4,1781806251,1309
20191022,20190917,2019-09-17,38,2,1833528556,500
20191022,20190902,2019-09-02,36,1,1683952717,830
20191022,20190926,2019-09-26,39,4,1921425583,500
20191022,20190921,2019-09-21,38,6,1803170283,499
20191022,20190827,2019-08-27,35,2,1921424720,448
20191022,20190926,2019-09-26,39,4,1921423202,500
20191022,20190928,2019-09-28,39,6,3201287628,500
20191022,20191014,2019-10-14,42,1,1781809788,1170
20191022,20191019,2019-10-19,42,6,1781808703,1055
20191022,20190902,2019-09-02,36,1,1781808471,1338
20191022,20190905,2019-09-05,36,4,1659296564,500
20191022,20190920,2019-09-20,38,5,3428867428,373
20191022,20190928,2019-09-28,39,6,1001002030011,500
20191022,20190902,2019-09-02,36,1,1615989293,500
20191022,20190911,2019-09-11,37,3,2153886484,251
20191022,20191014,2019-10-14,42,1,1781809819,1181
20191022,20190926,2019-09-26,39,4,1598232245,499
20191022,20190916,2019-09-16,38,1,1001001980328,485
20191022,20191010,2019-10-10,41,4,1921421883,500
20191022,20191016,2019-10-16,42,3,1804144853,500
20191022,20191016,2019-10-16,42,3,1685943040,500
20191022,20190830,2019-08-30,35,5,1701790981,481
20191022,20191011,2019-10-11,41,5,1694814142,432
20191022,20190818,2019-08-18,33,7,3321779464,570
20191022,20190826,2019-08-26,35,1,1921421883,446
20191022,20190824,2019-08-24,34,6,1921421883,499
20191022,20190916,2019-09-16,38,1,1992812958,500
20191022,20191010,2019-10-10,41,4,1542698720,392
20191022,20191015,2019-10-15,42,2,1683952717,1155
20191022,20190906,2019-09-06,36,5,1804144853,500
20191022,20190910,2019-09-10,37,2,1663272562,500
20191022,20190913,2019-09-13,37,5,1804144853,500
20191022,20190924,2019-09-24,39,2,1781807216,1258
20191022,20191021,2019-10-21,43,1,1001000196957,493
20191022,20190816,2019-08-16,33,5,1781808832,1440
20191022,20190906,2019-09-06,36,5,1001000286087,409
20191022,20190924,2019-09-24,39,2,1701790981,375
20191022,20191002,2019-10-02,40,3,1781810497,687
20191022,20191021,2019-10-21,43,1,1001001877189,496
20191022,20191015,2019-10-15,42,2,1781810443,1172
20191022,20191019,2019-10-19,42,6,1781806734,1047
20191022,20190903,2019-09-03,36,2,1655241805,500
20191022,20190913,2019-09-13,37,5,3617694639,10
20191022,20190818,2019-08-18,33,7,1001000286087,8475
20191022,20190912,2019-09-12,37,4,1921424720,500
20191022,20190917,2019-09-17,38,2,1001002030011,499
20191022,20191001,2019-10-01,40,2,1001000286087,213
20191022,20190930,2019-09-30,40,1,1686044523,500
20191022,20191007,2019-10-07,41,1,1598232245,500
20191022,20191015,2019-10-15,42,2,2680486890,499
20191022,20191020,2019-10-20,42,7,1848146723,953
20191022,20190907,2019-09-07,36,6,3201287628,499
20191022,20191005,2019-10-05,40,6,3332834764,490
20191022,20191004,2019-10-04,40,5,1783638386,489
20191022,20191017,2019-10-17,42,4,1615989293,500
20191022,20190819,2019-08-19,34,1,2164312964,381
20191022,20190820,2019-08-20,34,2,1781807016,1522
20191022,20190822,2019-08-22,34,4,1781806909,1360
20191022,20190927,2019-09-27,39,5,1781806734,1156
20191022,20191011,2019-10-11,41,5,1781810497,1192
20191022,20191011,2019-10-11,41,5,1781810030,1201
20191022,20190927,2019-09-27,39,5,2478637939,1345
20191022,20190817,2019-08-17,33,6,1686044523,122
20191022,20190920,2019-09-20,38,5,1921421883,502
20191022,20190922,2019-09-22,38,7,1781807016,966
20191022,20190930,2019-09-30,40,1,2478637939,1800
20191022,20190904,2019-09-04,36,3,1693921771,493
20191022,20190912,2019-09-12,37,4,3464284705,251
20191022,20190916,2019-09-16,38,1,1921421883,500
20191022,20191012,2019-10-12,41,6,1781808832,912
20191022,20191009,2019-10-09,41,3,1804144853,500
20191022,20190902,2019-09-02,36,1,2269829235,215
20191022,20190915,2019-09-15,37,7,2158351255,623
20191022,20191009,2019-10-09,41,3,1781809788,1269
20191022,20191022,2019-10-22,43,2,1781807945,1087
20191022,20191005,2019-10-05,40,6,2976786729,125
20191022,20191017,2019-10-17,42,4,1804144853,501
20191022,20190906,2019-09-06,36,5,1781806909,1533
20191022,20190904,2019-09-04,36,3,1781809788,1289
20191022,20190921,2019-09-21,38,6,1663272562,500
20191022,20190924,2019-09-24,39,2,1659296564,501
20191022,20190820,2019-08-20,34,2,3531033244,545
20191022,20190930,2019-09-30,40,1,1781808143,1098
20191022,20190817,2019-08-17,33,6,1001000197484,4
20191022,20191021,2019-10-21,43,1,2225130883,499
20191022,20191017,2019-10-17,42,4,1001002030011,200
20191022,20190820,2019-08-20,34,2,1781807441,1568
20191022,20190826,2019-08-26,35,1,3357604587,716
20191022,20190910,2019-09-10,37,2,1701790981,490
20191022,20190818,2019-08-18,33,7,3507123484,470
20191022,20190917,2019-09-17,38,2,2931323584,319
20191022,20190823,2019-08-23,34,5,1001000708898,162
20191022,20190828,2019-08-28,35,3,1781806667,1469
20191022,20190915,2019-09-15,37,7,1693921771,499
20191022,20190918,2019-09-18,38,3,1660211396,492
20191022,20191008,2019-10-08,41,2,2931323584,325
20191022,20191013,2019-10-13,41,7,2269829235,336
20191022,20190921,2019-09-21,38,6,1659296564,500
20191022,20191005,2019-10-05,40,6,1781806667,690
20191022,20190915,2019-09-15,37,7,1783638386,500
20191022,20190819,2019-08-19,34,1,1921431481,401
20191022,20190906,2019-09-06,36,5,3507123484,1269
20191022,20190927,2019-09-27,39,5,1001001962555,477
20191022,20190826,2019-08-26,35,1,1001000037396,1110
20191022,20190827,2019-08-27,35,2,1783638386,502
20191022,20190918,2019-09-18,38,3,1001002030011,499
20191022,20191012,2019-10-12,41,6,1001002030011,497
20191022,20191015,2019-10-15,42,2,1598232245,498
20191022,20191008,2019-10-08,41,2,1921431481,416
20191022,20191017,2019-10-17,42,4,1781810443,1212
20191022,20190917,2019-09-17,38,2,3507123484,433
20191022,20190922,2019-09-22,38,7,1804144853,501
20191022,20190927,2019-09-27,39,5,2105858172,343
20191022,20190826,2019-08-26,35,1,2269829235,245
20191022,20191008,2019-10-08,41,2,1598232245,500
20191022,20191015,2019-10-15,42,2,1659296564,500
20191022,20191011,2019-10-11,41,5,1759863460,897
20191022,20190819,2019-08-19,34,1,1001000286250,402
20191022,20190822,2019-08-22,34,4,1781809788,1358
20191022,20190824,2019-08-24,34,6,3592397569,302
20191022,20190904,2019-09-04,36,3,1659296564,499
20191022,20190918,2019-09-18,38,3,1992602239,4541
20191022,20190920,2019-09-20,38,5,3321779464,283
20191022,20191008,2019-10-08,41,2,2680486890,500
20191022,20191020,2019-10-20,42,7,3592397569,4251
20191022,20190906,2019-09-06,36,5,1598232245,496
20191022,20190922,2019-09-22,38,7,1781809788,910
20191022,20191017,2019-10-17,42,4,731289971,501
20191022,20191007,2019-10-07,41,1,1781807216,893
20191022,20191014,2019-10-14,42,1,1781808471,1246
20191022,20191015,2019-10-15,42,2,1615989293,493
20191022,20190921,2019-09-21,38,6,1781809449,1020
20191022,20190928,2019-09-28,39,6,226864582,500
20191022,20190922,2019-09-22,38,7,1659296564,501
20191022,20191012,2019-10-12,41,6,3321779464,54
20191022,20191018,2019-10-18,42,5,3321779464,214
20191022,20190925,2019-09-25,39,3,1781807216,1248
20191022,20190909,2019-09-09,37,1,1001000286250,331
20191022,20191003,2019-10-03,40,4,1781807461,822
20191022,20191008,2019-10-08,41,2,1001000196957,496
20191022,20191016,2019-10-16,42,3,1001000286250,382
20191022,20191021,2019-10-21,43,1,1781808143,1109
20191022,20191005,2019-10-05,40,6,1659296564,500
20191022,20191008,2019-10-08,41,2,1001000286087,837
20191022,20191022,2019-10-22,43,2,2158351255,599
20191022,20190828,2019-08-28,35,3,1781809819,1348
20191022,20190919,2019-09-19,38,4,1921426906,500
20191022,20190918,2019-09-18,38,3,3332834764,500
20191022,20191008,2019-10-08,41,2,1804144853,500
20191022,20190901,2019-09-01,35,7,3507123484,389
20191022,20190820,2019-08-20,34,2,1001000823087,4
20191022,20191013,2019-10-13,41,7,1001002218595,500
20191022,20190817,2019-08-17,33,6,1781807461,1099
20191022,20190924,2019-09-24,39,2,1693921771,496
20191022,20190817,2019-08-17,33,6,1781808719,1102
20191022,20190820,2019-08-20,34,2,1615989293,494
20191022,20190823,2019-08-23,34,5,1781808471,1401
20191022,20190824,2019-08-24,34,6,3021573833,1259
20191022,20191003,2019-10-03,40,4,3516139149,539
20191022,20190913,2019-09-13,37,5,1921426906,10
20191022,20190830,2019-08-30,35,5,1781807945,1553
20191022,20190911,2019-09-11,37,3,1001000037396,499
20191022,20190913,2019-09-13,37,5,1759863460,703
20191022,20190925,2019-09-25,39,3,3021573833,1224
20191022,20190926,2019-09-26,39,4,3021573833,1409
20191022,20191016,2019-10-16,42,3,1781810497,1181
20191022,20191020,2019-10-20,42,7,1781806667,949
20191022,20190828,2019-08-28,35,3,3107361624,525
20191022,20190917,2019-09-17,38,2,3321779464,368
20191022,20191008,2019-10-08,41,2,1781808703,1258
20191022,20191017,2019-10-17,42,4,1001000037396,265
20191022,20190926,2019-09-26,39,4,1001002218595,500
20191022,20190820,2019-08-20,34,2,2680486890,361
20191022,20191001,2019-10-01,40,2,1781808143,1477
20191022,20190822,2019-08-22,34,4,2478637939,626
20191022,20190919,2019-09-19,38,4,1686044523,497
20191022,20190929,2019-09-29,39,7,1781806909,1122
20191022,20191015,2019-10-15,42,2,1781810497,1236
20191022,20191007,2019-10-07,41,1,1001000197107,500
20191022,20191013,2019-10-13,41,7,1656351064,499
20191022,20190928,2019-09-28,39,6,1781808471,944
20191022,20190823,2019-08-23,34,5,1781809819,1491
20191022,20190921,2019-09-21,38,6,1992812958,499
20191022,20190830,2019-08-30,35,5,1001000197107,500
20191022,20190905,2019-09-05,36,4,1781808832,1249
20191022,20191012,2019-10-12,41,6,1833528556,499
20191022,20191014,2019-10-14,42,1,1781809449,1168
20191022,20190907,2019-09-07,36,6,1660211396,500
20191022,20190829,2019-08-29,35,4,3201287628,499
20191022,20191017,2019-10-17,42,4,1781808471,1148
20191022,20190918,2019-09-18,38,3,1663272562,487
20191022,20190923,2019-09-23,39,1,1759863460,934
20191022,20190823,2019-08-23,34,5,3592397569,327
20191022,20190920,2019-09-20,38,5,1781806734,1217
20191022,20190930,2019-09-30,40,1,3428867428,217
20191022,20191007,2019-10-07,41,1,1659296564,500
20191022,20191021,2019-10-21,43,1,3473823790,2863
20191022,20190901,2019-09-01,35,7,1781807461,1053
20191022,20190902,2019-09-02,36,1,1001000286250,456
20191022,20190913,2019-09-13,37,5,1781809819,963
20191022,20190923,2019-09-23,39,1,1781807016,1274
20191022,20190928,2019-09-28,39,6,1781808143,970
20191022,20190930,2019-09-30,40,1,1781810030,1080
20191022,20190914,2019-09-14,37,6,1781806251,873
20191022,20191010,2019-10-10,41,4,1781809788,1139
20191022,20191011,2019-10-11,41,5,1992812958,500
20191022,20190819,2019-08-19,34,1,1921425583,402
20191022,20190918,2019-09-18,38,3,2478637939,1100
20191022,20190912,2019-09-12,37,4,1598232245,257
20191022,20191009,2019-10-09,41,3,1992812958,500
20191022,20190928,2019-09-28,39,6,1848146723,298
20191022,20190824,2019-08-24,34,6,2713129639,257774
20191022,20190904,2019-09-04,36,3,3507123484,552
20191022,20190920,2019-09-20,38,5,1781806909,1218
20191022,20191005,2019-10-05,40,6,1848146723,797
20191022,20190907,2019-09-07,36,6,2252326496,395
20191022,20190930,2019-09-30,40,1,3617694639,500
20191022,20190824,2019-08-24,34,6,1781807016,795
20191022,20190825,2019-08-25,34,7,3592397569,273
20191022,20190831,2019-08-31,35,6,1781809449,1068
20191022,20190909,2019-09-09,37,1,1643982571,500
20191022,20190929,2019-09-29,39,7,1781807441,1109
20191022,20191020,2019-10-20,42,7,1781808832,953
20191022,20191015,2019-10-15,42,2,2105858172,424
20191022,20191006,2019-10-06,40,7,1804144853,500
20191022,20190917,2019-09-17,38,2,1781806251,1371
20191022,20190823,2019-08-23,34,5,1694814142,500
20191022,20191016,2019-10-16,42,3,1921425583,500
20191022,20190817,2019-08-17,33,6,1781809819,1121
20191022,20190825,2019-08-25,34,7,1781807945,855
20191022,20190903,2019-09-03,36,2,1656171864,500
20191022,20190930,2019-09-30,40,1,1693921771,500
20191022,20190825,2019-08-25,34,7,3357604587,770
20191022,20191007,2019-10-07,41,1,1781810497,861
20191022,20190917,2019-09-17,38,2,1781809819,1292
20191022,20190906,2019-09-06,36,5,1921424720,500
20191022,20190914,2019-09-14,37,6,1001000196957,10
20191022,20190818,2019-08-18,33,7,3516139149,464
20191022,20191022,2019-10-22,43,2,1921425583,500
20191022,20191010,2019-10-10,41,4,2252326496,491
20191022,20190820,2019-08-20,34,2,2153886484,359
20191022,20190914,2019-09-14,37,6,1921431481,10
20191022,20190820,2019-08-20,34,2,1001000208270,2
20191022,20191011,2019-10-11,41,5,1781808703,1145
20191022,20191017,2019-10-17,42,4,2269829235,285
20191022,20190817,2019-08-17,33,6,3021573833,1116
20191022,20190817,2019-08-17,33,6,1781808703,1098
20191022,20190924,2019-09-24,39,2,1781807461,1232
20191022,20190926,2019-09-26,39,4,1781810030,1220
20191022,20190928,2019-09-28,39,6,2606863014,495
20191022,20190929,2019-09-29,39,7,1656351064,500
20191022,20190928,2019-09-28,39,6,1598232245,500
20191022,20190913,2019-09-13,37,5,1921424720,20
20191022,20191010,2019-10-10,41,4,1781807441,1202
20191022,20191014,2019-10-14,42,1,1921423202,499
20191022,20190927,2019-09-27,39,5,1781806667,1262
20191022,20190828,2019-08-28,35,3,1781809449,1373
20191022,20190829,2019-08-29,35,4,1001000197107,499
20191022,20190910,2019-09-10,37,2,3428867428,237
20191022,20191010,2019-10-10,41,4,731289971,500
20191022,20191006,2019-10-06,40,7,3531033244,155
20191022,20190819,2019-08-19,34,1,3021573833,1128
20191022,20190904,2019-09-04,36,3,1001000286250,407
20191022,20190921,2019-09-21,38,6,1655241805,500
20191022,20190906,2019-09-06,36,5,1921426906,98
20191022,20190819,2019-08-19,34,1,1781809819,1413
20191022,20190914,2019-09-14,37,6,1781807441,913
20191022,20190916,2019-09-16,38,1,2680486890,499
20191022,20190920,2019-09-20,38,5,1656351064,500
20191022,20190822,2019-08-22,34,4,1921431481,357
20191022,20190828,2019-08-28,35,3,1781810443,1343
20191022,20191002,2019-10-02,40,3,226864582,500
20191022,20191022,2019-10-22,43,2,1781808143,1191
20191022,20190918,2019-09-18,38,3,1781809788,1383
20191022,20190928,2019-09-28,39,6,1921423202,501
20191022,20191005,2019-10-05,40,6,1781809449,724
20191022,20191005,2019-10-05,40,6,1803170283,500
20191022,20190913,2019-09-13,37,5,1921421883,10
20191022,20190902,2019-09-02,36,1,1781809449,1411
20191022,20190911,2019-09-11,37,3,3507123484,477
20191022,20190916,2019-09-16,38,1,1781808143,1218
20191022,20190905,2019-09-05,36,4,1781807016,1240
20191022,20190822,2019-08-22,34,4,1001000286250,332
20191022,20191008,2019-10-08,41,2,3617694639,499
20191022,20191007,2019-10-07,41,1,2680486890,500
20191022,20191003,2019-10-03,40,4,2153886484,86
20191022,20191018,2019-10-18,42,5,1001000197107,500
20191022,20190830,2019-08-30,35,5,2158351255,618
20191022,20190912,2019-09-12,37,4,3507123484,510
20191022,20190902,2019-09-02,36,1,1694814142,498
20191022,20190914,2019-09-14,37,6,1701790981,490
20191022,20190909,2019-09-09,37,1,1542698720,444
20191022,20191016,2019-10-16,42,3,3516139149,309
20191022,20190828,2019-08-28,35,3,1921423202,500
20191022,20190922,2019-09-22,38,7,1686044523,500
20191022,20190926,2019-09-26,39,4,1781808471,1284
20191022,20190828,2019-08-28,35,3,1921425583,500
20191022,20191002,2019-10-02,40,3,2931323584,222
20191022,20191015,2019-10-15,42,2,3473823790,3006
20191022,20191021,2019-10-21,43,1,1781806667,1206
20191022,20191004,2019-10-04,40,5,1656171864,496
20191022,20190902,2019-09-02,36,1,1140173450,249
20191022,20191021,2019-10-21,43,1,1781806909,1092
20191022,20190823,2019-08-23,34,5,1001000979738,10107
20191022,20190918,2019-09-18,38,3,731289971,500
20191022,20190928,2019-09-28,39,6,3473823790,934
20191022,20190928,2019-09-28,39,6,1781807945,936
20191022,20190926,2019-09-26,39,4,1663272562,498
20191022,20190903,2019-09-03,36,2,1992812958,105
20191022,20190913,2019-09-13,37,5,3531033244,211
20191022,20191016,2019-10-16,42,3,1992602239,80
20191022,20190828,2019-08-28,35,3,2158351255,615
20191022,20190823,2019-08-23,34,5,1686044523,501
20191022,20191007,2019-10-07,41,1,1848146723,800
20191022,20190913,2019-09-13,37,5,1659296564,500
20191022,20190926,2019-09-26,39,4,2225130883,505
20191022,20190919,2019-09-19,38,4,2680486890,479
20191022,20190916,2019-09-16,38,1,1781808832,1218
20191022,20190922,2019-09-22,38,7,1001002218595,501
20191022,20190913,2019-09-13,37,5,3321779464,448
20191022,20190928,2019-09-28,39,6,1781808703,968
20191022,20191019,2019-10-19,42,6,2105858172,130
20191022,20191005,2019-10-05,40,6,1660211396,497
20191022,20190927,2019-09-27,39,5,2713129639,248055
20191022,20190829,2019-08-29,35,4,1001000286250,361
20191022,20190905,2019-09-05,36,4,1655241805,532
20191022,20191011,2019-10-11,41,5,1643982571,497
20191022,20191015,2019-10-15,42,2,1001001962555,323
20191022,20191017,2019-10-17,42,4,1781807461,1112
20191022,20191022,2019-10-22,43,2,1921423202,500
20191022,20190829,2019-08-29,35,4,3357604587,550
20191022,20190913,2019-09-13,37,5,1542698720,179
20191022,20190912,2019-09-12,37,4,1504400350,500
20191022,20190928,2019-09-28,39,6,3357604587,81
20191022,20191012,2019-10-12,41,6,1781807945,905
20191022,20190911,2019-09-11,37,3,1781810443,1388
20191022,20190922,2019-09-22,38,7,1781809449,974
20191022,20190930,2019-09-30,40,1,3531033244,504
20191022,20190820,2019-08-20,34,2,1655241805,498
20191022,20190901,2019-09-01,35,7,3428867428,238
20191022,20190903,2019-09-03,36,2,1140173450,199
20191022,20190914,2019-09-14,37,6,2252326496,337
20191022,20190921,2019-09-21,38,6,1001000197107,500
20191022,20191019,2019-10-19,42,6,731289971,500
20191022,20191002,2019-10-02,40,3,3507123484,152
20191022,20190919,2019-09-19,38,4,1921431481,301
20191022,20190825,2019-08-25,34,7,3321779464,276
20191022,20190901,2019-09-01,35,7,1781809819,1057
20191022,20191020,2019-10-20,42,7,1781806734,946
20191022,20190917,2019-09-17,38,2,1783638386,494
20191022,20191007,2019-10-07,41,1,1804144853,500
20191022,20191016,2019-10-16,42,3,1781807216,1225
20191022,20190819,2019-08-19,34,1,1656351064,500
20191022,20190816,2019-08-16,33,5,3021573833,1761
20191022,20190919,2019-09-19,38,4,1833528556,501
20191022,20190919,2019-09-19,38,4,1693921771,471
20191022,20190819,2019-08-19,34,1,1001000197200,2
20191022,20191006,2019-10-06,40,7,3464284705,500
20191022,20191011,2019-10-11,41,5,3428867428,290
20191022,20191018,2019-10-18,42,5,1833528556,501
20191022,20190827,2019-08-27,35,2,1781806667,1207
20191022,20190827,2019-08-27,35,2,1781806251,1365
20191022,20190927,2019-09-27,39,5,1001000286087,778
20191022,20190901,2019-09-01,35,7,3531033244,175
20191022,20191004,2019-10-04,40,5,2606863014,500
20191022,20191014,2019-10-14,42,1,1615989293,500
20191022,20191008,2019-10-08,41,2,1781806909,1285
20191022,20190826,2019-08-26,35,1,1781808832,1313
20191022,20190918,2019-09-18,38,3,1781807216,1301
20191022,20190828,2019-08-28,35,3,1663272562,395
20191022,20191001,2019-10-01,40,2,1783638386,494
20191022,20190821,2019-08-21,34,3,3321779464,358
20191022,20191007,2019-10-07,41,1,3332834764,496
20191022,20191012,2019-10-12,41,6,1781807461,905
20191022,20191021,2019-10-21,43,1,1781807441,1160
20191022,20190822,2019-08-22,34,4,1781808471,1410
20191022,20190905,2019-09-05,36,4,1781810497,1243
20191022,20190906,2019-09-06,36,5,2976786729,1525
20191022,20190909,2019-09-09,37,1,2976786729,650
20191022,20190918,2019-09-18,38,3,2164312964,340
20191022,20191006,2019-10-06,40,7,1598232245,500
20191022,20191003,2019-10-03,40,4,2606863014,500
20191022,20190820,2019-08-20,34,2,1598232245,250
20191022,20191020,2019-10-20,42,7,1694814142,81
20191022,20191015,2019-10-15,42,2,1804144853,500
20191022,20190822,2019-08-22,34,4,1781807461,1394
20191022,20190904,2019-09-04,36,3,2976786729,613
20191022,20190915,2019-09-15,37,7,1686044523,491
20191022,20190923,2019-09-23,39,1,1781809788,1192
20191022,20190924,2019-09-24,39,2,1992602239,1831
20191022,20190916,2019-09-16,38,1,1781806667,1335
20191022,20190919,2019-09-19,38,4,1660211396,486
20191022,20191020,2019-10-20,42,7,1001000037396,144
20191022,20190831,2019-08-31,35,6,1686044523,506
20191022,20190821,2019-08-21,34,3,1686044523,518
20191022,20190901,2019-09-01,35,7,1001000037396,290
20191022,20190915,2019-09-15,37,7,1781809449,827
20191022,20190926,2019-09-26,39,4,2478637939,1477
20191022,20190930,2019-09-30,40,1,1781807216,1088
20191022,20190816,2019-08-16,33,5,2164312964,518
20191022,20190911,2019-09-11,37,3,1759863460,808
20191022,20190917,2019-09-17,38,2,1781809449,1266
20191022,20190929,2019-09-29,39,7,1643982571,497
20191022,20190919,2019-09-19,38,4,2606863014,500
20191022,20190821,2019-08-21,34,3,3201287628,191
20191022,20191016,2019-10-16,42,3,1921421883,501
20191022,20191022,2019-10-22,43,2,1921421883,299
20191022,20190818,2019-08-18,33,7,1992602239,4108
20191022,20190824,2019-08-24,34,6,1781810443,788
20191022,20190928,2019-09-28,39,6,3321779464,151
20191022,20190915,2019-09-15,37,7,2931323584,347
20191022,20190925,2019-09-25,39,3,1683952717,425
20191022,20190928,2019-09-28,39,6,1701790981,351
20191022,20191009,2019-10-09,41,3,2153886484,283
20191022,20190822,2019-08-22,34,4,2931323584,524
20191022,20190902,2019-09-02,36,1,1656351064,500
20191022,20190914,2019-09-14,37,6,1781809819,934
20191022,20191003,2019-10-03,40,4,3332834764,500
20191022,20191009,2019-10-09,41,3,1759863460,789
20191022,20191012,2019-10-12,41,6,2252326496,498
20191022,20191013,2019-10-13,41,7,1781808719,733
20191022,20191018,2019-10-18,42,5,1781807441,1189
20191022,20191020,2019-10-20,42,7,1781810497,916
20191022,20190919,2019-09-19,38,4,2269829235,471
20191022,20190928,2019-09-28,39,6,1781810497,971
20191022,20190929,2019-09-29,39,7,1781808143,1251
20191022,20190909,2019-09-09,37,1,1781807945,1241
20191022,20190920,2019-09-20,38,5,3332834764,500
20191022,20191007,2019-10-07,41,1,1643982571,499
20191022,20190816,2019-08-16,33,5,1992812958,389
20191022,20190912,2019-09-12,37,4,3617694639,499
20191022,20191007,2019-10-07,41,1,2252326496,500
